tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,rms_alpha_error_rad,max_alpha_error_rad,rms_pitch_rate_error_radps,control_effort_abs_rad_s,flap_saturation_fraction,flap_rate_saturation_fraction,alpha_violation_count,pitch_rate_violation_count,solver_failure,unstable_response,failure_label,first_alpha_violation_time_s,first_alpha_violation_side,max_alpha_corridor_miss_rad,max_q_corridor_miss_radps,alpha_violation_duration_s,q_violation_duration_s,first_alpha_violation_before_three_updates,mean_solve_time_s,p95_solve_time_s,controlled_recovery,controlled_recovery_max_alpha_miss_rad,controlled_recovery_max_q_miss_radps,oracle_feasible,oracle_near_feasible,oracle_max_alpha_miss_rad,mean_policy_inference_time_s,mean_policy_mpc_command_gap_rad,trajectory_csv,metrics_json
moderate,3,58,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,hybrid_prior_slack_mpc,0.05588520107573119,0.07747187871899486,0.04985268129221706,12.902052047679128,0.0,0.012345679012345678,21,0,False,False,alpha_corridor_violation,8.5,high,0.007471878718994851,0.0,10.5,0.0,False,0.012431254667908322,0.029223875026218593,True,0.007471878718994851,0.0,False,True,0.0074418679406751,3.301642294743179e-05,0.02643267319490485,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_003/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_003/hybrid_prior_slack_mpc/metrics.json
moderate,3,58,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,hybrid_blended_slack_mpc,0.05588513807837365,0.07747029858611112,0.049853709097958845,12.417308654342708,0.0,0.037037037037037035,21,0,False,False,alpha_corridor_violation,8.5,high,0.007470298586111118,0.0,10.5,0.0,False,0.01269006683997074,0.02961820794735104,True,0.007470298586111118,0.0,False,True,0.0074418679406751,3.133997620071894e-05,0.009830350564651756,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_003/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_003/hybrid_blended_slack_mpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,hybrid_warm_start_slack_mpc,0.040252299955057594,0.06261252131366724,0.044334033129496596,8.392754594330984,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011621929010962722,0.02470779197756201,True,0.0,0.0,True,True,0.0,3.195723754434306e-05,0.10211148300969262,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_warm_start_slack_mpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,hybrid_prior_slack_mpc,0.04024827703144034,0.06260185650229586,0.04433456121807209,7.508157492090078,0.0,0.012345679012345678,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011432200642935013,0.024151833029463887,True,0.0,0.0,True,True,0.0,3.0969145972235704e-05,0.08703716072412304,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_prior_slack_mpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,hybrid_blended_slack_mpc,0.040245661640890044,0.06259442948428617,0.04434107772552595,6.574242100740312,0.0,0.024691358024691357,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011299103899444971,0.023564500035718083,True,0.0,0.0,True,True,0.0,2.9333858509306555e-05,0.03495737598521277,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_004/hybrid_blended_slack_mpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,hybrid_warm_start_slack_mpc,0.06150000019960269,0.08585981073127882,0.05124169685456871,12.224776050355675,0.0,0.012345679012345678,31,0,False,False,alpha_corridor_violation,7.0,high,0.015859810731278817,0.0,15.5,0.0,False,0.012642047321998778,0.028549041016958654,True,0.015859810731278817,0.0,False,True,0.0158382086599977,3.121664638366596e-05,0.0284116723058286,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_warm_start_slack_mpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,hybrid_prior_slack_mpc,0.06148718368838109,0.08584606263400466,0.05123776401044574,13.049423899201186,0.0,0.012345679012345678,31,0,False,False,alpha_corridor_violation,7.0,high,0.01584606263400465,0.0,15.5,0.0,False,0.012669605454487472,0.030634750030003488,True,0.01584606263400465,0.0,False,True,0.0158382086599977,3.207308228737042e-05,0.02477408232179795,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_prior_slack_mpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,hybrid_blended_slack_mpc,0.0614858517418391,0.08584411236635425,0.051237918776911716,12.687629378229422,0.0,0.037037037037037035,31,0,False,False,alpha_corridor_violation,7.0,high,0.015844112366354246,0.0,15.5,0.0,False,0.012727548911546668,0.029262374970130622,True,0.015844112366354246,0.0,False,True,0.0158382086599977,3.2981471043585995e-05,0.013132688363683493,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_005/hybrid_blended_slack_mpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,hybrid_warm_start_slack_mpc,0.061190490735437024,0.08555864313964309,0.05098625485072627,12.541158896180484,0.0,0.012345679012345678,30,0,False,False,alpha_corridor_violation,7.0,high,0.015558643139643086,0.0,15.0,0.0,False,0.012982475283889123,0.02954074996523559,True,0.015558643139643086,0.0,False,True,0.0154801689057701,3.256077481502736e-05,0.03003212210820279,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_warm_start_slack_mpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,hybrid_prior_slack_mpc,0.06117914404969801,0.08554523039885373,0.05098339035952873,12.955883154246585,0.0,0.024691358024691357,30,0,False,False,alpha_corridor_violation,7.0,high,0.015545230398853721,0.0,15.0,0.0,False,0.01301178187965473,0.030948416097089648,True,0.015545230398853721,0.0,False,True,0.0154801689057701,3.073814779198096e-05,0.030788613935387562,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_prior_slack_mpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,hybrid_blended_slack_mpc,0.061179580284273706,0.08554521606243953,0.05098398644444652,12.709856180552595,0.0,0.037037037037037035,30,0,False,False,alpha_corridor_violation,7.0,high,0.015545216062439526,0.0,15.0,0.0,False,0.012878496927082723,0.029489874956198037,True,0.015545216062439526,0.0,False,True,0.0154801689057701,3.0158961444725224e-05,0.014093851273471531,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_006/hybrid_blended_slack_mpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,hybrid_warm_start_slack_mpc,0.0682518583940045,0.09548213495941268,0.05270039690218336,13.246774807380493,0.0,0.024691358024691357,38,0,False,False,alpha_corridor_violation,6.0,high,0.025482134959412678,0.0,19.0,0.0,False,0.012975028802261309,0.029011250007897615,False,0.025482134959412678,0.0,False,False,0.0254526363978738,3.0242846588845606e-05,0.017700886193555625,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_warm_start_slack_mpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,hybrid_prior_slack_mpc,0.06825173344870403,0.0954821349594166,0.05270020888375046,13.338288658759048,0.0,0.024691358024691357,38,0,False,False,alpha_corridor_violation,6.0,high,0.02548213495941659,0.0,19.0,0.0,False,0.01266561424859834,0.02912208391353488,False,0.02548213495941659,0.0,False,False,0.0254526363978738,3.1010806847961595e-05,0.02051281898924451,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_prior_slack_mpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,hybrid_blended_slack_mpc,0.06825200612696623,0.09548194124244846,0.05270088263464754,13.01155475475132,0.0,0.037037037037037035,38,0,False,False,alpha_corridor_violation,6.0,high,0.025481941242448458,0.0,19.0,0.0,False,0.013038569449067668,0.030712165986187756,False,0.025481941242448458,0.0,False,False,0.0254526363978738,3.3978931893261125e-05,0.009192512336121592,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_007/hybrid_blended_slack_mpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,hybrid_warm_start_slack_mpc,0.045275152369235905,0.06885490857805415,0.04596627133045918,9.546661766583314,0.0,0.012345679012345678,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011304215036539568,0.02409616601653397,True,0.0,0.0,True,True,0.0,3.016768253327888e-05,0.07516694118552539,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_warm_start_slack_mpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,hybrid_prior_slack_mpc,0.04526901904575155,0.06884456952336926,0.04596472396050866,9.777278888636008,0.0,0.024691358024691357,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011477904865679182,0.024007208994589746,True,0.0,0.0,True,True,0.0,3.130295325392558e-05,0.07368979460372016,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_prior_slack_mpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,hybrid_blended_slack_mpc,0.045270695334808805,0.0688418444524346,0.04597129553887986,8.063086337323165,0.0,0.037037037037037035,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011518245899221964,0.023879374959506094,True,0.0,0.0,True,True,0.0,3.0048309399941822e-05,0.02251237420809495,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_008/hybrid_blended_slack_mpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,hybrid_warm_start_slack_mpc,0.043195542627376834,0.06400162789004377,0.046509031487852764,8.66692660579493,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011602328232213579,0.024402832961641252,True,0.0,0.0,True,True,0.0,3.233130871789691e-05,0.062221449710661035,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_warm_start_slack_mpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,hybrid_prior_slack_mpc,0.04317208743135912,0.06397602923250073,0.04649962847616396,10.55196071633505,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011661191358817396,0.024224875029176474,True,0.0,0.0,True,True,0.0,2.9749517260050333e-05,0.072114725471672,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_prior_slack_mpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,hybrid_blended_slack_mpc,0.043171184687117475,0.06396933153275386,0.046503742667076096,9.226908084620131,0.0,0.012345679012345678,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011564064346955238,0.024117665947414935,True,0.0,0.0,True,True,0.0,2.9808072729703085e-05,0.027494163031280883,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_009/hybrid_blended_slack_mpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,hybrid_warm_start_slack_mpc,0.038541052892967526,0.05715692621270818,0.045511264381624124,8.135222482329713,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011492880631847606,0.024248834000900388,True,0.0,0.0,True,True,0.0,3.094963706385942e-05,0.07804610826100647,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_warm_start_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_warm_start_slack_mpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,hybrid_prior_slack_mpc,0.03853847898190186,0.0571501750589726,0.04550958034343794,9.045181691373148,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011464956742538899,0.023982999962754548,True,0.0,0.0,True,True,0.0,3.1136370114522216e-05,0.0857357249525005,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_prior_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_prior_slack_mpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,hybrid_blended_slack_mpc,0.03855330965305545,0.05715468977541299,0.04551996777408378,6.690398255688787,0.0,0.0,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.011808465053844783,0.02437112492043525,True,0.0,0.0,True,True,0.0,3.031582462336914e-05,0.023612651383272374,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_blended_slack_mpc/trajectory.csv,outputs/phase24_hybrid_imitation_mpc/moderate/scenario_010/hybrid_blended_slack_mpc/metrics.json
